Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId
Smoothgoliath PA(L) II (Sqd6),Smoothgoliath PA(L),II (Sqd6),None,6,65,BA,1,0.4,"6""f",0,0,0,0,0,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/r2Q97gT/smoothdavid-trva.png,9040
Sniper Suit PAB-28 (Sqd4),Sniper Suit,PAB-28 (Sqd4),Ambusher,9,119,BA,1,0.4,"2""f",2,1,0,0,0,2,"AM,CAR4,MEC,STL",https://i.ibb.co/tZXR8KS/pab-28-3145.png,6307
Sniper Suit PAB-28 (Sqd5),Sniper Suit,PAB-28 (Sqd5),Ambusher,9,160,BA,1,0.4,"2""f",2,1,0,0,0,2,"AM,CAR5,MEC,STL",https://i.ibb.co/tZXR8KS/pab-28-3145.png,8732
Sniper Suit PAB-28 (Sqd6),Sniper Suit,PAB-28 (Sqd6),Ambusher,9,206,BA,1,0.4,"2""f",2,1,0,0,0,2,"AM,CAR6,MEC,STL",https://i.ibb.co/tZXR8KS/pab-28-3145.png,9095
Tornado PA(L) G12 (Sqd4),Tornado PA(L) G12,(Sqd4),Ambusher,9,47,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR4,LMAS,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5256
Tornado PA(L) G12 (Sqd5),Tornado PA(L) G12,(Sqd5),Ambusher,9,63,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR5,LMAS,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8685
Tornado PA(L) G12 (Sqd6),Tornado PA(L) G12,(Sqd6),Ambusher,9,81,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR6,LMAS,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9049
Tornado PA(L) G13 [David Light Gauss] (Sqd4),Tornado PA(L) G13,[David Light Gauss] (Sqd4),Ambusher,7,80,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR4,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5257
Tornado PA(L) G13 [David Light Gauss] (Sqd5),Tornado PA(L) G13,[David Light Gauss] (Sqd5),Ambusher,7,108,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR5,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8686
Tornado PA(L) G13 [David Light Gauss] (Sqd6),Tornado PA(L) G13,[David Light Gauss] (Sqd6),Ambusher,7,138,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR6,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9050
Tornado PA(L) G13 [Flamer] (Sqd4),Tornado PA(L) G13,[Flamer] (Sqd4),Ambusher,7,69,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR4,HT1/-/-,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5258
Tornado PA(L) G13 [Flamer] (Sqd5),Tornado PA(L) G13,[Flamer] (Sqd5),Ambusher,7,92,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR5,HT1/-/-,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8687
Tornado PA(L) G13 [Flamer] (Sqd6),Tornado PA(L) G13,[Flamer] (Sqd6),Ambusher,8,119,BA,1,0.4,"2""f",2,0,0,0,0,2,"AM,CAR6,HT1/-/-,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9051
Tornado PA(L) G13 [Grenade Launcher] (Sqd4),Tornado PA(L) G13,[Grenade Launcher] (Sqd4),Ambusher,6,52,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR4,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5259
Tornado PA(L) G13 [Grenade Launcher] (Sqd5),Tornado PA(L) G13,[Grenade Launcher] (Sqd5),Ambusher,6,70,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR5,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8688
Tornado PA(L) G13 [Grenade Launcher] (Sqd6),Tornado PA(L) G13,[Grenade Launcher] (Sqd6),Ambusher,6,90,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR6,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9052
Tornado PA(L) G13 [Machine Gun] (Sqd4),Tornado PA(L) G13,[Machine Gun] (Sqd4),Ambusher,6,69,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR4,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5260
Tornado PA(L) G13 [Machine Gun] (Sqd5),Tornado PA(L) G13,[Machine Gun] (Sqd5),Ambusher,6,92,BA,1,0.4,"2""f",1,0,0,0,0,2,"AM,CAR5,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8689
Tornado PA(L) G13 [Machine Gun] (Sqd6),Tornado PA(L) G13,[Machine Gun] (Sqd6),Ambusher,7,119,BA,1,0.4,"2""f",2,0,0,0,0,2,"AM,CAR6,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9053
Tornado PA(L) G13 [Small Laser] (Sqd4),Tornado PA(L) G13,[Small Laser] (Sqd4),Ambusher,7,91,BA,1,0.4,"2""f",2,0,0,0,0,2,"AM,CAR4,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5261
Tornado PA(L) G13 [Small Laser] (Sqd5),Tornado PA(L) G13,[Small Laser] (Sqd5),Ambusher,7,123,BA,1,0.4,"2""f",2,0,0,0,0,2,"AM,CAR5,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8690
Tornado PA(L) G13 [Small Laser] (Sqd6),Tornado PA(L) G13,[Small Laser] (Sqd6),Ambusher,7,158,BA,1,0.4,"2""f",2,0,0,0,0,2,"AM,CAR6,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9054
Tornado PA(L) G14 (Sqd4),Tornado PA(L) G14,(Sqd4),Ambusher,6,41,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR4,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5263
Tornado PA(L) G14 (Sqd5),Tornado PA(L) G14,(Sqd5),Ambusher,6,55,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR5,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8691
Tornado PA(L) G14 (Sqd6),Tornado PA(L) G14,(Sqd6),Ambusher,6,70,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR6,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9055
Tornado PA(L) G17 (Sqd4),Tornado PA(L) G17,(Sqd4),Scout,13,56,BA,1,0.4,"14""v",0,0,0,0,0,2,"AM,ATMO,CAR4,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5612
Tornado PA(L) G17 (Sqd5),Tornado PA(L) G17,(Sqd5),Scout,13,76,BA,1,0.4,"14""v",0,0,0,0,0,2,"AM,ATMO,CAR5,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8709
Tornado PA(L) G17 (Sqd6),Tornado PA(L) G17,(Sqd6),Scout,13,97,BA,1,0.4,"14""v",0,0,0,0,0,2,"AM,ATMO,CAR6,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9073
"Tornado PA(L) P12 ""Hurricane"" (Sqd4)",Tornado PA(L),"P12 ""Hurricane"" (Sqd4)",Ambusher,9,47,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR4,LMAS,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5264
"Tornado PA(L) P12 ""Hurricane"" (Sqd5)",Tornado PA(L),"P12 ""Hurricane"" (Sqd5)",Ambusher,9,64,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR5,LMAS,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8692
"Tornado PA(L) P12 ""Hurricane"" (Sqd6)",Tornado PA(L),"P12 ""Hurricane"" (Sqd6)",Ambusher,9,82,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR6,LMAS,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9056
"Tornado PA(L) P17 ""Hurricane"" (Sqd4)",Tornado PA(L),"P17 ""Hurricane"" (Sqd4)",Ambusher,14,212,BA,1,0.4,"6""f",2,2,0,0,0,2,"AM,CAR4,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,5560
"Tornado PA(L) P17 ""Hurricane"" (Sqd5)",Tornado PA(L),"P17 ""Hurricane"" (Sqd5)",Ambusher,14,285,BA,1,0.4,"6""f",2,2,0,0,0,2,"AM,CAR5,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,8706
"Tornado PA(L) P17 ""Hurricane"" (Sqd6)",Tornado PA(L),"P17 ""Hurricane"" (Sqd6)",Ambusher,14,367,BA,1,0.4,"6""f",2,2,0,0,0,2,"AM,CAR6,MEC,STL",https://i.ibb.co/Qkjs64n/tornado-3075.png,9070
Tunnel Rat I Mining Exoskeleton [Armored Glove] (Sqd4),Tunnel Rat I Mining Exoskeleton,[Armored Glove] (Sqd4),None,5,20,BA,1,0.4,"2""f",0,0,0,0,0,2,"CAR4,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,5303
Tunnel Rat I Mining Exoskeleton [Armored Glove] (Sqd5),Tunnel Rat I Mining Exoskeleton,[Armored Glove] (Sqd5),None,5,27,BA,1,0.4,"2""f",0,0,0,0,0,2,"CAR5,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,8698
Tunnel Rat I Mining Exoskeleton [Armored Glove] (Sqd6),Tunnel Rat I Mining Exoskeleton,[Armored Glove] (Sqd6),None,5,35,BA,1,0.4,"2""f",0,0,0,0,0,2,"CAR6,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,9062
Tunnel Rat I Mining Exoskeleton [Industrial Drill] (Sqd4),Tunnel Rat I Mining Exoskeleton,[Industrial Drill] (Sqd4),None,5,20,BA,1,0.4,"2""f",0,0,0,0,0,2,"CAR4,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,7218
Tunnel Rat I Mining Exoskeleton [Industrial Drill] (Sqd5),Tunnel Rat I Mining Exoskeleton,[Industrial Drill] (Sqd5),None,5,27,BA,1,0.4,"2""f",0,0,0,0,0,2,"CAR5,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,8820
Tunnel Rat I Mining Exoskeleton [Industrial Drill] (Sqd6),Tunnel Rat I Mining Exoskeleton,[Industrial Drill] (Sqd6),None,5,35,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR6,MEC",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,9183
Tunnel Rat II Mining Exoskeleton [Armored Glove] (Sqd4),Tunnel Rat II Mining Exoskeleton,[Armored Glove] (Sqd4),None,5,20,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,5304
Tunnel Rat II Mining Exoskeleton [Armored Glove] (Sqd5),Tunnel Rat II Mining Exoskeleton,[Armored Glove] (Sqd5),None,5,27,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,8699
Tunnel Rat II Mining Exoskeleton [Armored Glove] (Sqd6),Tunnel Rat II Mining Exoskeleton,[Armored Glove] (Sqd6),None,5,35,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,9063
Tunnel Rat II Mining Exoskeleton [Industrial Drill] (Sqd4),Tunnel Rat II Mining Exoskeleton,[Industrial Drill] (Sqd4),None,5,20,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR4,MEC",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,7219
Tunnel Rat II Mining Exoskeleton [Industrial Drill] (Sqd5),Tunnel Rat II Mining Exoskeleton,[Industrial Drill] (Sqd5),None,5,27,BA,1,0.4,"2""f",0,0,0,0,0,2,"CAR5,MEC,SRCH",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,8821
Tunnel Rat II Mining Exoskeleton [Industrial Drill] (Sqd6),Tunnel Rat II Mining Exoskeleton,[Industrial Drill] (Sqd6),None,5,35,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR6,MEC",https://i.ibb.co/kQq2GDz/tunnel-rat-i-ii-trva.png,9184
Tunnel Rat III Mining Exoskeleton [Armored Glove] (Sqd4),Tunnel Rat III Mining Exoskeleton,[Armored Glove] (Sqd4),None,6,37,BA,1,0.4,"2""j",0,0,0,0,0,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,5305
Tunnel Rat III Mining Exoskeleton [Armored Glove] (Sqd5),Tunnel Rat III Mining Exoskeleton,[Armored Glove] (Sqd5),None,6,50,BA,1,0.4,"2""j",0,0,0,0,0,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,8700
Tunnel Rat III Mining Exoskeleton [Armored Glove] (Sqd6),Tunnel Rat III Mining Exoskeleton,[Armored Glove] (Sqd6),None,6,65,BA,1,0.4,"2""j",0,0,0,0,0,2,"AM,CAR6,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,9064
Tunnel Rat III Mining Exoskeleton [Industrial Drill] (Sqd4),Tunnel Rat III Mining Exoskeleton,[Industrial Drill] (Sqd4),None,5,37,BA,1,0.4,"2""f",0,0,0,0,0,2,"AM,CAR4,MEC",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,7213
Tunnel Rat III Mining Exoskeleton [Industrial Drill] (Sqd5),Tunnel Rat III Mining Exoskeleton,[Industrial Drill] (Sqd5),None,5,50,BA,1,0.4,"2""f",0,0,0,0,0,2,"CAR5,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,8815
Tunnel Rat III Mining Exoskeleton [Industrial Drill] (Sqd6),Tunnel Rat III Mining Exoskeleton,[Industrial Drill] (Sqd6),None,6,65,BA,1,0.4,"2""j",0,0,0,0,0,2,"AM,CAR6,MEC",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,9178
Tunnel Rat IV Mining Exoskeleton [Armored Glove/GL] (Sqd4),Tunnel Rat IV Mining Exoskeleton,[Armored Glove/GL] (Sqd4),None,7,41,BA,1,0.4,"4""j",1,0,0,0,0,2,"AM,CAR4",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,7214
Tunnel Rat IV Mining Exoskeleton [Armored Glove/GL] (Sqd5),Tunnel Rat IV Mining Exoskeleton,[Armored Glove/GL] (Sqd5),None,7,55,BA,1,0.4,"4""j",1,0,0,0,0,2,"CAR5,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,8816
Tunnel Rat IV Mining Exoskeleton [Armored Glove/GL] (Sqd6),Tunnel Rat IV Mining Exoskeleton,[Armored Glove/GL] (Sqd6),None,7,71,BA,1,0.4,"4""j",1,0,0,0,0,2,"AM,CAR6,MEC",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,9179
Tunnel Rat IV Mining Exoskeleton [Armored Glove/LMG] (Sqd4),Tunnel Rat IV Mining Exoskeleton,[Armored Glove/LMG] (Sqd4),None,8,54,BA,1,0.4,"4""j",1,0,0,0,0,2,"AM,CAR4",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,7215
Tunnel Rat IV Mining Exoskeleton [Armored Glove/LMG] (Sqd5),Tunnel Rat IV Mining Exoskeleton,[Armored Glove/LMG] (Sqd5),None,8,73,BA,1,0.4,"4""j",1,0,0,0,0,2,"CAR5,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,8817
Tunnel Rat IV Mining Exoskeleton [Armored Glove/LMG] (Sqd6),Tunnel Rat IV Mining Exoskeleton,[Armored Glove/LMG] (Sqd6),None,8,94,BA,1,0.4,"4""j",1,0,0,0,0,2,"AM,CAR6,MEC",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,9180
Tunnel Rat IV Mining Exoskeleton [Battle Claw/GL] (Sqd4),Tunnel Rat IV Mining Exoskeleton,[Battle Claw/GL] (Sqd4),None,7,44,BA,1,0.4,"4""j",0,0,0,0,0,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,7216
Tunnel Rat IV Mining Exoskeleton [Battle Claw/GL] (Sqd5),Tunnel Rat IV Mining Exoskeleton,[Battle Claw/GL] (Sqd5),None,7,60,BA,1,0.4,"4""j",0,0,0,0,0,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,8818
Tunnel Rat IV Mining Exoskeleton [Battle Claw/GL] (Sqd6),Tunnel Rat IV Mining Exoskeleton,[Battle Claw/GL] (Sqd6),None,9,77,BA,1,0.4,"4""j",0,1,0,0,0,2,"AM,CAR6,MEC",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,9181
Tunnel Rat IV Mining Exoskeleton [Battle Claw/LMG] (Sqd4),Tunnel Rat IV Mining Exoskeleton,[Battle Claw/LMG] (Sqd4),None,8,71,BA,1,0.4,"4""j",0,0,0,0,0,2,"AM,CAR4,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,7217
Tunnel Rat IV Mining Exoskeleton [Battle Claw/LMG] (Sqd5),Tunnel Rat IV Mining Exoskeleton,[Battle Claw/LMG] (Sqd5),None,8,96,BA,1,0.4,"4""j",0,0,0,0,0,2,"AM,CAR5,MEC,SRCH",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,8819
Tunnel Rat IV Mining Exoskeleton [Battle Claw/LMG] (Sqd6),Tunnel Rat IV Mining Exoskeleton,[Battle Claw/LMG] (Sqd6),None,9,123,BA,1,0.4,"4""j",1,1,0,0,0,2,"AM,CAR6,MEC",https://i.ibb.co/FsFznWs/tunnel-rat-iii-iv-trva.png,9182
Achileus Light Battle Armor (WoB) (Sqd4),Achileus Light Battle Armor (WoB),(Sqd4),Scout,16,150,BA,1,0.75,"6""j",0,0,0,0,1,2,"AM,CAR4,LECM,MEC,RCN,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,6
Achileus Light Battle Armor (WoB) (Sqd5),Achileus Light Battle Armor (WoB),(Sqd5),Scout,16,202,BA,1,0.75,"6""j",0,0,0,0,1,2,"AM,CAR5,LECM,MEC,RCN,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8472
Achileus Light Battle Armor (WoB) (Sqd6),Achileus Light Battle Armor (WoB),(Sqd6),Scout,16,259,BA,1,0.75,"6""j",0,0,0,0,1,2,"AM,CAR6,LECM,MEC,RCN,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8837
Achileus Light Battle Armor [David] (Sqd4),Achileus Light Battle Armor,[David] (Sqd4),Ambusher,15,189,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,7
Achileus Light Battle Armor [David] (Sqd5),Achileus Light Battle Armor,[David] (Sqd5),Ambusher,15,255,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR5,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8473
Achileus Light Battle Armor [David] (Sqd6),Achileus Light Battle Armor,[David] (Sqd6),Ambusher,15,327,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR6,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8838
Achileus Light Battle Armor [Flamer] (Sqd4),Achileus Light Battle Armor,[Flamer] (Sqd4),Ambusher,15,173,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8
Achileus Light Battle Armor [Flamer] (Sqd5),Achileus Light Battle Armor,[Flamer] (Sqd5),Ambusher,15,233,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR5,HT1/-/-,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8474
Achileus Light Battle Armor [Flamer] (Sqd6),Achileus Light Battle Armor,[Flamer] (Sqd6),Ambusher,16,300,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR6,HT1/-/-,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8839
Achileus Light Battle Armor [Laser] (Sqd4),Achileus Light Battle Armor,[Laser] (Sqd4),Ambusher,15,205,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,9
Achileus Light Battle Armor [Laser] (Sqd5),Achileus Light Battle Armor,[Laser] (Sqd5),Ambusher,15,276,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR5,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8475
Achileus Light Battle Armor [Laser] (Sqd6),Achileus Light Battle Armor,[Laser] (Sqd6),Ambusher,15,355,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR6,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8840
Achileus Light Battle Armor [MG] (Sqd4),Achileus Light Battle Armor,[MG] (Sqd4),Ambusher,14,173,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,10
Achileus Light Battle Armor [MG] (Sqd5),Achileus Light Battle Armor,[MG] (Sqd5),Ambusher,14,233,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR5,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8476
Achileus Light Battle Armor [MG] (Sqd6),Achileus Light Battle Armor,[MG] (Sqd6),Ambusher,15,300,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR6,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8841
Achileus Light Battle Armor [TAG] (Sqd4),Achileus Light Battle Armor,[TAG] (Sqd4),Ambusher,14,133,BA,1,0.75,"6""j",0,0,0,0,1,2,"AM,CAR4,LTAG,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,11
Achileus Light Battle Armor [TAG] (Sqd5),Achileus Light Battle Armor,[TAG] (Sqd5),Ambusher,14,179,BA,1,0.75,"6""j",0,0,0,0,1,2,"AM,CAR5,LTAG,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8477
Achileus Light Battle Armor [TAG] (Sqd6),Achileus Light Battle Armor,[TAG] (Sqd6),Ambusher,14,230,BA,1,0.75,"6""j",0,0,0,0,1,2,"AM,CAR6,LTAG,MEC,STL",https://i.ibb.co/ZcHFYBn/achileus-3058u.png,8842
Constable Pacification Suit [ECM] (Sqd4),Constable Pacification Suit,[ECM] (Sqd4),Ambusher,13,123,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR4,LECM,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,5838
Constable Pacification Suit [ECM] (Sqd5),Constable Pacification Suit,[ECM] (Sqd5),Ambusher,13,166,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR5,LECM,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,8717
Constable Pacification Suit [ECM] (Sqd6),Constable Pacification Suit,[ECM] (Sqd6),Ambusher,13,213,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR6,LECM,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,9081
Constable Pacification Suit [LMG] (Sqd4),Constable Pacification Suit,[LMG] (Sqd4),Ambusher,15,143,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,5839
Constable Pacification Suit [LMG] (Sqd5),Constable Pacification Suit,[LMG] (Sqd5),Ambusher,15,193,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,8718
Constable Pacification Suit [LMG] (Sqd6),Constable Pacification Suit,[LMG] (Sqd6),Ambusher,15,248,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,9082
Constable Pacification Suit [Sensor] (Sqd4),Constable Pacification Suit,[Sensor] (Sqd4),Scout,15,130,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR4,MEC,RCN",https://i.ibb.co/d0rpdK8/constable-3150.png,5841
Constable Pacification Suit [Sensor] (Sqd5),Constable Pacification Suit,[Sensor] (Sqd5),Scout,15,175,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR5,MEC,RCN",https://i.ibb.co/d0rpdK8/constable-3150.png,8720
Constable Pacification Suit [Sensor] (Sqd6),Constable Pacification Suit,[Sensor] (Sqd6),Scout,16,318,BA,1,0.75,"6""j",2,0,0,0,1,2,"AM,CAR6,MEC,RCN",https://i.ibb.co/d0rpdK8/constable-3150.png,9216
Constable Pacification Suit [SRM] (Sqd4),Constable Pacification Suit,[SRM] (Sqd4),Ambusher,16,184,BA,1,0.75,"6""j",2,1,0,0,1,2,"AM,CAR4,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,5840
Constable Pacification Suit [SRM] (Sqd5),Constable Pacification Suit,[SRM] (Sqd5),Ambusher,16,247,BA,1,0.75,"6""j",2,1,0,0,1,2,"AM,CAR5,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,8719
Constable Pacification Suit [SRM] (Sqd6),Constable Pacification Suit,[SRM] (Sqd6),Ambusher,16,318,BA,1,0.75,"6""j",2,1,0,0,1,2,"AM,CAR6,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,9083
Constable Pacification Suit [TAG] (Sqd4),Constable Pacification Suit,[TAG] (Sqd4),Scout,13,123,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR4,LTAG,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,5842
Constable Pacification Suit [TAG] (Sqd5),Constable Pacification Suit,[TAG] (Sqd5),Scout,13,166,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR5,LTAG,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,8721
Constable Pacification Suit [TAG] (Sqd6),Constable Pacification Suit,[TAG] (Sqd6),Scout,13,213,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR6,LTAG,MEC",https://i.ibb.co/d0rpdK8/constable-3150.png,9084
Djinn Battle Armor (Reflective) “Terrorizer” [Flamer] (Sqd4),Djinn Battle Armor (Reflective),“Terrorizer” [Flamer] (Sqd4),Ambusher,14,189,BA,1,0.75,"6""j",1,0,0,0,1,2,"AM,CAR4,HT1/-/-,MEC,RFA",https://i.ibb.co/TwmgPD5/djinn-3075.png,5793
