name,internal_name,display_name,lookup_names,short_range,medium_range,long_range,extreme_range,minimum_range,rack_size,damage,cluster_damage,cluster_size,heat,tonnage,criticals,ammo_type,weapon_class,parent_class,file_path,tech_base,bv,cost,is_lbx
,NarcHandler,,['NarcHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,MissileWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\NarcHandler.java,IS,0,0,False
,PiranhaHandler,,['PiranhaHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PiranhaHandler.java,IS,0,0,False
,PlasmaBayWeaponHandler,,['PlasmaBayWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,BayWeaponHandler,AmmoBayWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PlasmaBayWeaponHandler.java,IS,0,0,False
,PlasmaCannonHandler,,['PlasmaCannonHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PlasmaCannonHandler.java,IS,0,0,False
,PlasmaMFUKWeaponHandler,,['PlasmaMFUKWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PlasmaMFUKWeaponHandler.java,IS,0,0,False
,PlasmaRifleHandler,,['PlasmaRifleHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PlasmaRifleHandler.java,IS,0,0,False
,PopUpMineLauncherHandler,,['PopUpMineLauncherHandler'],0,0,0,0,0,0,4.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PopUpMineLauncherHandler.java,IS,0,0,False
,PPCHandler,,['PPCHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PPCHandler.java,IS,0,0,False
,PrimitiveACWeaponHandler,,['PrimitiveACWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,ACWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrimitiveACWeaponHandler.java,IS,0,0,False
,PrototypeACWeaponHandler,,['PrototypeACWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,ACWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeACWeaponHandler.java,IS,0,0,False
,PrototypeCLUltraWeaponHandler,,['PrototypeCLUltraWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,UltraWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeCLUltraWeaponHandler.java,IS,0,0,False
,PrototypeGaussHandler,,['PrototypeGaussHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,GRHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeGaussHandler.java,IS,0,0,False
,PrototypeISUltraWeaponHandler,,['PrototypeISUltraWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,UltraWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeISUltraWeaponHandler.java,IS,0,0,False
,PrototypeLaserHandler,,['PrototypeLaserHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeLaserHandler.java,IS,0,0,False
,PrototypeLBXHandler,,['PrototypeLBXHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,LBXHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeLBXHandler.java,IS,0,0,False
,PrototypeRLHandler,,['PrototypeRLHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,RLHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeRLHandler.java,IS,0,0,False
,PrototypeStreakHandler,,['PrototypeStreakHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,SRMHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PrototypeStreakHandler.java,IS,0,0,False
,PulseLaserWeaponHandler,,['PulseLaserWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\PulseLaserWeaponHandler.java,IS,0,0,False
,RACHandler,,['RACHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,UltraWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\RACHandler.java,IS,0,0,False
,RapidfireACWeaponHandler,,['RapidfireACWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,UltraWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\RapidfireACWeaponHandler.java,IS,0,0,False
,RapidfireHVACWeaponHandler,,['RapidfireHVACWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,UltraWeaponHandler,RapidfireACWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\RapidfireHVACWeaponHandler.java,IS,0,0,False
,ReengineeredLaserWeaponHandler,,['ReengineeredLaserWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\ReengineeredLaserWeaponHandler.java,IS,0,0,False
,RifleWeaponHandler,,['RifleWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\RifleWeaponHandler.java,IS,0,0,False
,RLHandler,,['RLHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,MissileWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\RLHandler.java,IS,0,0,False
,ScreenLauncherBayHandler,,['ScreenLauncherBayHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,BayWeaponHandler,AmmoBayWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\ScreenLauncherBayHandler.java,IS,0,0,False
,ScreenLauncherHandler,,['ScreenLauncherHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\ScreenLauncherHandler.java,IS,0,0,False
,SmallPulseLaserPrototypeHandler,,['SmallPulseLaserPrototypeHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SmallPulseLaserPrototypeHandler.java,IS,0,0,False
Space Bomb,SpaceBombAttack,,"['Space Bomb', 'SpaceBombAttack']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,WeaponType,Weapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SpaceBombAttack.java,IS,0,0,False
,SpaceBombAttackHandler,,['SpaceBombAttackHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,,WeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SpaceBombAttackHandler.java,IS,0,0,False
,SRMAntiTSMHandler,,['SRMAntiTSMHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,SRMHandler,SRMSmokeWarheadHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMAntiTSMHandler.java,IS,0,0,False
,SRMAXHandler,,['SRMAXHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,SRMHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMAXHandler.java,IS,0,0,False
,SRMDeadFireHandler,,['SRMDeadFireHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,SRMHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMDeadFireHandler.java,IS,0,0,False
,SRMFragHandler,,['SRMFragHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,SRMHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMFragHandler.java,IS,0,0,False
,SRMHandler,,['SRMHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,MissileWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMHandler.java,IS,0,0,False
,SRMInfernoHandler,,['SRMInfernoHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,SRMHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMInfernoHandler.java,IS,0,0,False
,SRMSmokeWarheadHandler,,['SRMSmokeWarheadHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,SRMHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMSmokeWarheadHandler.java,IS,0,0,False
,SRMTandemChargeHandler,,['SRMTandemChargeHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,SRMHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SRMTandemChargeHandler.java,IS,0,0,False
,StingrayHandler,,['StingrayHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\StingrayHandler.java,IS,0,0,False
Stop Swarm Attack,StopSwarmAttack,,"['Stop Swarm Attack', 'StopSwarmAttack']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryAttack,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\StopSwarmAttack.java,IS,0,0,False
,StopSwarmAttackHandler,,['StopSwarmAttackHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,,WeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\StopSwarmAttackHandler.java,IS,0,0,False
,StreakHandler,,['StreakHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,MissileWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\StreakHandler.java,IS,0,0,False
,StreakLRMHandler,,['StreakLRMHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,MissileWeaponHandler,StreakHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\StreakLRMHandler.java,IS,0,0,False
Swarm Mek,SwarmAttack,,"['Swarm Mek', 'SwarmAttack']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryAttack,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SwarmAttack.java,IS,0,0,False
,SwarmAttackHandler,,['SwarmAttackHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,,WeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SwarmAttackHandler.java,IS,0,0,False
Attack Swarmed Mek,SwarmWeaponAttack,,"['Attack Swarmed Mek', 'SwarmWeaponAttack']",0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,InfantryAttack,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SwarmWeaponAttack.java,IS,0,0,False
,SwarmWeaponAttackHandler,,['SwarmWeaponAttackHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,,WeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SwarmWeaponAttackHandler.java,IS,0,0,False
,SwordfishHandler,,['SwordfishHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\SwordfishHandler.java,IS,0,0,False
,TAGHandler,,['TAGHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,,WeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\TAGHandler.java,IS,0,0,False
,TeleMissileHandler,,['TeleMissileHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoBayWeaponHandler,CapitalMissileBayHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\TeleMissileHandler.java,IS,0,0,False
,ThunderBoltWeaponHandler,,['ThunderBoltWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,AmmoWeaponHandler,MissileWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\ThunderBoltWeaponHandler.java,IS,0,0,False
,TSEMPHandler,,['TSEMPHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\TSEMPHandler.java,IS,0,0,False
,UltraWeaponHandler,,['UltraWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\UltraWeaponHandler.java,IS,0,0,False
,VariableSpeedPulseLaserWeaponHandler,,['VariableSpeedPulseLaserWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,EnergyWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\VariableSpeedPulseLaserWeaponHandler.java,IS,0,0,False
,VehicleFlamerCoolHandler,,['VehicleFlamerCoolHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\VehicleFlamerCoolHandler.java,IS,0,0,False
,VehicleFlamerHandler,,['VehicleFlamerHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\VehicleFlamerHandler.java,IS,0,0,False
,VGLWeaponHandler,,['VGLWeaponHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\VGLWeaponHandler.java,IS,0,0,False
,WeaponType,,['WeaponType'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,EquipmentType,WeaponType,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\Weapon.java,IS,0,0,False
,,,[],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,,,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\WeaponHandler.java,IS,0,0,False
,WhiteSharkHandler,,['WhiteSharkHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,WeaponHandler,AmmoWeaponHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\WhiteSharkHandler.java,IS,0,0,False
,WhiteSharkTHandler,,['WhiteSharkTHandler'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,,CapitalMissileBayHandler,TeleMissileHandler,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\WhiteSharkTHandler.java,IS,0,0,False
Arrow IV,ArrowIV,,"['Arrow IV', 'ArrowIV', 'ArrowIVSystem', 'Arrow IV System', 'Arrow IV Missile System']",0,0,0,0,0,0,0.0,0.0,0,10,0.0,0,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ArrowIV.java,IS,240,450000,False
,WeaponType,,['WeaponType'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ArtilleryCannonWeapon.java,IS,0,0,False
,WeaponType,,['WeaponType'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ArtilleryWeapon.java,IS,0,0,False
Arrow IV,CLArrowIV,,"['Arrow IV', 'CLArrowIV', 'CLArrowIVSystem', 'Clan Arrow IV System', 'Clan Arrow IV Missile System']",1,2,9,9,0,0,0.0,0.0,0,10,12.0,12,AmmoType,ArtilleryWeapon,ArrowIV,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\CLArrowIV.java,IS,240,450000,False
Arrow IV,ISArrowIV,,"['Arrow IV', 'ISArrowIV', 'ISArrowIVSystem', 'IS Arrow IV System', 'IS Arrow IV Missile System']",1,2,8,8,0,0,0.0,0.0,0,10,15.0,15,AmmoType,ArtilleryWeapon,ArrowIV,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ISArrowIV.java,IS,240,450000,False
Cruise Missile/120,ISCruiseMissile120,,"['Cruise Missile/120', 'ISCruiseMissile120']",1,2,150,150,0,0,0.0,0.0,0,120,135.0,120,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ISCruiseMissile120.java,IS,2281,3000000,False
Cruise Missile/50,ISCruiseMissile50,,"['Cruise Missile/50', 'ISCruiseMissile50']",1,2,50,50,0,0,0.0,0.0,0,50,55.0,55,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ISCruiseMissile50.java,IS,601,900000,False
Cruise Missile/70,ISCruiseMissile70,,"['Cruise Missile/70', 'ISCruiseMissile70']",1,2,90,90,0,0,0.0,0.0,0,70,80.0,80,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ISCruiseMissile70.java,IS,1031,1250000,False
Cruise Missile/90,ISCruiseMissile90,,"['Cruise Missile/90', 'ISCruiseMissile90']",1,2,120,120,0,0,0.0,0.0,0,90,100.0,100,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ISCruiseMissile90.java,IS,1530,1250000,False
Long Tom Artillery,ISLongTom,,"['Long Tom Artillery', 'ISLongTom', 'ISLongTomArtillery', 'IS Long Tom', 'CLLongTom', 'CLLongTomArtillery', 'Clan Long Tom']",1,2,30,30,0,0,0.0,0.0,0,20,30.0,30,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\LongTom.java,IS,368,450000,False
Long Tom Cannon,ISLongTomCannon,,"['Long Tom Cannon', 'ISLongTomCannon', 'ISLongTomArtilleryCannon', 'IS Long Tom Cannon', 'CLLongTomCannon', 'CLLongTomArtilleryCannon', 'CL Long Tom Cannon']",6,13,20,26,4,0,0.0,0.0,0,20,20.0,15,AmmoType,AmmoWeapon,ArtilleryCannonWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\LongTomCannon.java,IS,329,650000,False
Sniper Artillery,Sniper,,"['Sniper Artillery', 'Sniper', 'ISSniperArtillery', 'IS Sniper', 'ISSniper', 'CLSniper', 'CLSniperArtillery', 'Clan Sniper']",1,2,18,18,0,0,0.0,0.0,0,10,20.0,20,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\Sniper.java,IS,85,300000,False
Sniper Cannon,ISSniperCannon,,"['Sniper Cannon', 'ISSniperCannon', 'ISSniperArtilleryCannon', 'IS Sniper Cannon', 'CLSniper Cannon', 'CLSniperArtilleryCannon', 'CL Sniper Cannon']",4,8,12,16,2,0,0.0,0.0,0,10,15.0,10,AmmoType,AmmoWeapon,ArtilleryCannonWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\SniperCannon.java,IS,77,475000,False
Thumper Artillery,Thumper,,"['Thumper Artillery', 'Thumper', 'ISThumperArtillery', 'IS Thumper', 'ISThumper', 'CLThumper', 'CLThumperArtillery', 'Clan Thumper']",1,2,21,21,0,0,0.0,0.0,0,5,15.0,15,AmmoType,AmmoWeapon,ArtilleryWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\Thumper.java,IS,43,187500,False
Thumper Cannon,ISThumperCannon,,"['Thumper Cannon', 'ISThumperCannon', 'ISThumperArtilleryCannon', 'IS Thumper Cannon', 'CLThumper Cannon', 'CLThumperArtilleryCannon', 'CL Thumper Cannon']",4,9,14,18,3,0,0.0,0.0,0,5,10.0,7,AmmoType,AmmoWeapon,ArtilleryCannonWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\artillery\ThumperCannon.java,IS,41,200000,False
,WeaponType,,['WeaponType'],0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,AmmoType,Weapon,AmmoWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\autocannons\ACWeapon.java,IS,0,0,False
Improved Autocannon/10,Improved Autocannon/10,,"['Improved Autocannon/10', 'Improved Autocannon/10', 'CLIMPAC10']",5,10,15,20,0,0,10.0,0.0,0,3,11.0,6,AmmoType,AmmoWeapon,ACWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\autocannons\CLImprovedAC10.java,IS,123,200000,False
Improved Autocannon/2,Improved Autocannon/2,,"['Improved Autocannon/2', 'Improved Autocannon/2', 'CLIMPAC2']",8,16,24,32,4,0,2.0,0.0,0,1,5.0,1,AmmoType,AmmoWeapon,ACWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\autocannons\CLImprovedAC2.java,IS,37,75000,False
Improved Autocannon/20,Improved Autocannon/20,,"['Improved Autocannon/20', 'Improved Autocannon/20', 'CLIMPAC20']",3,6,9,12,0,0,20.0,0.0,0,7,13.0,9,AmmoType,AmmoWeapon,ACWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\autocannons\CLImprovedAC20.java,IS,178,300000,False
Improved Autocannon/5,Improved Autocannon/5,,"['Improved Autocannon/5', 'Improved Autocannon/5', 'CLIMPAC5']",6,12,18,24,3,0,5.0,0.0,0,1,7.0,2,AmmoType,AmmoWeapon,ACWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\autocannons\CLImprovedAC5.java,IS,70,125000,False
LB 10-X AC,CLLBXAC10,,"['LB 10-X AC', 'CLLBXAC10', 'Clan LB 10-X AC']",6,12,18,24,0,0,10.0,1.0,10,2,10.0,5,AmmoType,AmmoWeapon,LBXACWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\autocannons\CLLB10XAC.java,IS,148,400000,True
LB 20-X AC,CLLBXAC20,,"['LB 20-X AC', 'CLLBXAC20', 'Clan LB 20-X AC']",4,8,12,16,0,0,20.0,1.0,20,6,12.0,9,AmmoType,AmmoWeapon,LBXACWeapon,D:\Games\Downloads\mekhq-windows-0.49.19.1\MMSource\megamek-master\megamek\src\megamek\common\weapons\autocannons\CLLB20XAC.java,IS,237,600000,True
