UnitType,Name,FullName,Common,Class,Model,Role,PV,BV,Type,Size,Tonnage,ASMove,Short,Medium,Long,Overheat,CBTMove,Armor,ArmorIcons,Structure,StructureIcons,TMM,RegSkill,VetSkill,RegPV,VetPV,Specials,TUR,AMS,ECM2,ECM6,PRB,IF,APC,CAR,ART,STL,MHQ,,,,,SpecialRules,ImageURL,MULId,Weapons,WepName1,Shots1,Dam1,Range1,WepName2,Shots2,Dam2,Range2,WepName3,Shots3,Dam3,Range3,WepName4,Shots4,Dam4,Range4,WepName5,Shots5,Dam5,Range5,WepName6,Shots6,Dam6,Range6,WepName7,Shots7,Dam7,Range7,CombDam1,CombDam2,CombDam3,CombDam4,CombDam5,CombDam6,CombDam7,,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Vehicle,Ares Medium Tank,Ares Medium Tank,,Ares Medium Tank,,Missile Boat,26,1151,CV,2,40,"10""t",3,3,3,0,5T,3,AAA,2,SS,+2,5,4,31,36,"CASE,IF1,SRCH,TUR(1/1/1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/sW2BqkV/armored-personnel-carrier-tracked-3039.png,120,"LRM 10 - 1x5 @ 7/14/21
LRM 15 - 2x5 @ 7/14/21
ER Large Laser - 1x10 @ 8/15/25",LRM 10,1,5,7/14/21,LRM 15,2,5,7/14/21,ER Large Laser,1,10,8/15/25,,,,,,,,,,,,,,,,,1x5,2x5,1x10,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance","Clan Wolf, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance, Scorpion Empire","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Raven Alliance, Scorpion Empire, Star League (Clan Smoke Jaguar), Wolf Empire"
Vehicle,Ares Medium Tank (Plasma),Ares Medium Tank (Plasma),,Ares Medium Tank,(Plasma),Missile Boat,23,1201,CV,2,40,"10""t",2,2,2,0,5T,3,AAA,2,SS,+2,5,4,29,34,"CASE,HT1/1/1,IF1,SRCH,TUR(HT1/1/1)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,121,"LRM 15 - 4x5 @ 7/14/21
Plasma Cannon - 1x2D6 Heat @ 6/12/18",LRM 15,4,5,7/14/21,Plasma Cannon,1,2D6 Heat,6/12/18,,,,,,,,,,,,,,,,,,,,,4x5,1x2D6 Heat,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Clan Wolf, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire, Wolf Empire"
Vehicle,Armored Personnel Carrier (Hover LRM),Armored Personnel Carrier (Hover LRM),,Armored Personnel Carrier,(Hover LRM),Missile Boat,12,193,CV,1,10,"20""h",0,0,0,0,10H,1,A,1,S,+4,6,5,12,14,"EE,IF0*,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,122,LRM 5 - 1x5 @ 7/14/21,LRM 5,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Clan Wolf, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire, Wolf Empire"
Vehicle,Armored Personnel Carrier (Hover MG),Armored Personnel Carrier (Hover MG),,Armored Personnel Carrier,(Hover MG),Scout,11,114,CV,1,10,"20""h",1,0,0,0,10H,1,A,1,S,+4,6,5,11,13,"EE,SRCH,TUR(1/-/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,124,Machine Gun - 3x2 @ 1/2/3,Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Clan Wolf, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire, Star League (Clan Smoke Jaguar), Star League (Clan Wolf), Wolf Empire"
Vehicle,Armored Personnel Carrier (Hover Sensors),Armored Personnel Carrier (Hover Sensors),,Armored Personnel Carrier,(Hover Sensors),Scout,10,78,CV,1,10,"20""h",0,0,0,0,10H,1,A,1,S,+4,6,5,10,12,"EE,ENE,IT1,RCN,RSD1,SRCH",,,,,,,IT1,,,,,,,,,IT1,https://i.ibb.co/1Myq3N3/armored-personnel-carrier-wheeled-3039.png,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion","Clan Wolf, Escorpión Imperio, Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire","Inner Sphere General, Mercenary, Periphery General, Rasalhague Dominion, Scorpion Empire, Star League (Clan Smoke Jaguar), Star League (Clan Wolf), Wolf Empire"
Vehicle,Armored Personnel Carrier (Hover SRM),Armored Personnel Carrier (Hover SRM),,Armored Personnel Carrier,(Hover SRM),Scout,11,131,CV,1,10,"20""h",0,0,0,0,10H,1,A,1,S,+4,6,5,11,13,"EE,IT1,SRCH",,,,,,,IT1,,,,,,,,,IT1,https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,1134,SRM 2 - 2x2 @ 3/6/9,SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,,,,,,,,,,,
Vehicle,Armored Personnel Carrier (Hover),Armored Personnel Carrier (Hover),,Armored Personnel Carrier,(Hover),Scout,10,102,CV,1,10,"20""h",0,0,0,0,10H,1,A,1,S,+4,6,5,10,12,"EE,IT1,SRCH,TUR(0*/-/-)",TUR,,,,,,IT1,,,,,,,,,"TUR, IT1",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,1129,Machine Gun - 2x2 @ 1/2/3,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, HW Clan General, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","ComStar, HW Clan General, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Vehicle,Armored Personnel Carrier (Tracked LRM),Armored Personnel Carrier (Tracked LRM),,Armored Personnel Carrier,(Tracked LRM),Missile Boat,8,208,CV,1,10,"12""t",0,0,0,0,6T,1,A,1,S,+2,6,5,8,10,"EE,IF0*,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,1130,LRM 5 - 1x5 @ 7/14/21,LRM 5,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,Unknown,"Inner Sphere General, Mercenary, Periphery General, Star League in Exile","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Vehicle,Armored Personnel Carrier (Tracked MG),Armored Personnel Carrier (Tracked MG),,Armored Personnel Carrier,(Tracked MG),Scout,6,157,CV,1,10,"12""t",1,0,0,0,6T,1,A,1,S,+2,6,5,6,7,"EE,SRCH,TUR(1/-/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,1131,Machine Gun - 3x2 @ 1/2/3,Machine Gun,3,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,3x2,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile",Extinct,"ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Vehicle,Armored Personnel Carrier (Tracked SRM),Armored Personnel Carrier (Tracked SRM),,Armored Personnel Carrier,(Tracked SRM),Scout,7,168,CV,1,10,"12""t",0,0,0,0,6T,1,A,1,S,+2,6,5,7,8,"EE,IT1,SRCH",,,,,,,IT1,,,,,,,,,IT1,https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,1132,SRM 2 - 2x2 @ 3/6/9,SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,Unknown,Star League in Exile,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct,Extinct
Vehicle,Armored Personnel Carrier (Tracked),Armored Personnel Carrier (Tracked),,Armored Personnel Carrier,(Tracked),Scout,6,142,CV,1,10,"12""t",0,0,0,0,6T,1,A,1,S,+2,6,5,6,7,"EE,IT1,SRCH,TUR(0*/-/-)",TUR,,,,,,IT1,,,,,,,,,"TUR, IT1",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,1133,Machine Gun - 1x2 @ 1/2/3,Machine Gun,1,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,1x2,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Vehicle,Armored Personnel Carrier (Wheeled LRM),Armored Personnel Carrier (Wheeled LRM),,Armored Personnel Carrier,(Wheeled LRM),Missile Boat,8,194,CV,1,10,"12""w",0,0,0,0,6W,1,A,1,S,+2,6,5,8,10,"EE,IF0*,SRCH",,,,,,,,,,,,,,,,,https://i.ibb.co/jJ59gXV/kruger-3150.png,6311,LRM 5 - 1x5 @ 7/14/21,LRM 5,1,5,7/14/21,,,,,,,,,,,,,,,,,,,,,,,,,1x5,,,,,,,,,,,,,,,,,,
Vehicle,Armored Personnel Carrier (Wheeled MG),Armored Personnel Carrier (Wheeled MG),,Armored Personnel Carrier,(Wheeled MG),Scout,8,172,CV,1,10,"12""w",1,0,0,0,6W,2,AA,1,S,+2,6,5,8,10,"EE,SRCH,TUR(1/-/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/jJ59gXV/kruger-3150.png,6312,Machine Gun - 4x2 @ 1/2/3,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,4x2,,,,,,,,Federated Suns,"Federated Suns, Star League in Exile",Clan Blood Spirit,Extinct,Extinct,Extinct,Extinct,"Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat"
Vehicle,Armored Personnel Carrier (Wheeled SRM),Armored Personnel Carrier (Wheeled SRM),,Armored Personnel Carrier,(Wheeled SRM),Scout,9,176,CV,1,10,"12""w",0,0,0,0,6W,2,AA,1,S,+2,6,5,9,11,"EE,IT1,SRCH,TUR(0*/0*/-)",TUR,,,,,,IT1,,,,,,,,,"TUR, IT1",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,2203,SRM 2 - 2x2 @ 3/6/9,SRM 2,2,2,3/6/9,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Periphery General, Society, Wolf's Dragoons","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Vehicle,Armored Personnel Carrier (Wheeled),Armored Personnel Carrier (Wheeled),,Armored Personnel Carrier,(Wheeled),Scout,8,157,CV,1,10,"12""w",0,0,0,0,6W,2,AA,1,S,+2,6,5,8,10,"EE,IT1,SRCH,TUR(0*/-/-)",TUR,,,,,,IT1,,,,,,,,,"TUR, IT1",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9366,Machine Gun - 2x2 @ 1/2/3,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,,,,,,,,,,,,,2x2,,,,,,,,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Vehicle,Arrow IV Assault Vehicle,Arrow IV Assault Vehicle,,Arrow IV Assault Vehicle,,Missile Boat,44,1404,CV,4,80,"6""t",3,2,0,0,3T,9,AAAAAAAAA,5,SSSSS,+1,6,5,44,53,"AMS,ARTAIS-1,CASE,HTC,SRCH,TUR(3/2/-,AMS,ARTAIS-1)",TUR,AMS,,,,,,,ARTAIS-1,,,,,,,"TUR, AMS, ARTAIS-1",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9367,"Arrow IV - 1x20 @ 1/2/8
Medium VSP Laser - 2x7 @ 2/5/9",Arrow IV,1,20,1/2/8,Medium VSP Laser,2,7,2/5/9,,,,,,,,,,,,,,,,,,,,,1x20,2x7,,,,,,,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Vehicle,Arrow IV Carrier,Arrow IV Carrier,,Arrow IV Carrier,,Missile Boat,32,0,CV,3,60,"6""t",0,0,0,0,3T,2,AA,3,SSS,+1,6,5,32,38,"ARTAIS-2,EE,SRCH",,,,,,,,,ARTAIS-2,,,,,,,ARTAIS-2,https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9368,Arrow IV - 2x20 @ 1/2/8,Arrow IV,2,20,1/2/8,,,,,,,,,,,,,,,,,,,,,,,,,2x20,,,,,,,,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Vehicle,Asshur Artillery Spotter,Asshur Artillery Spotter,,Asshur Artillery Spotter,,Striker,25,930,CV,1,20,"18""h",3,3,0,0,9H,2,AA,1,S,+3,5,4,30,35,"CASE,SRCH,TAG,TUR(3/3/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9369,"ER Medium Laser - 2x7 @ 5/10/15
Streak SRM 6 - 4x2 @ 3/6/9",ER Medium Laser,2,7,5/10/15,Streak SRM 6,4,2,3/6/9,,,,,,,,,,,,,,,,,,,,,2x7,4x2,,,,,,,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Vehicle,Asshur Fast Reconnaissance Vehicle,Asshur Fast Reconnaissance Vehicle,,Asshur Fast Reconnaissance Vehicle,,Striker,25,952,CV,1,20,"18""h",3,3,0,0,9H,2,AA,1,S,+3,5,4,30,35,"CASE,SRCH,TUR(3/3/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,2204,"Machine Gun - 2x2 @ 1/2/3
Streak SRM 6 - 4x2 @ 3/6/9
ER Medium Laser - 2x7 @ 5/10/15",Machine Gun,2,2,1/2/3,Streak SRM 6,4,2,3/6/9,ER Medium Laser,2,7,5/10/15,,,,,,,,,,,,,,,,,2x2,4x2,2x7,,,,,,"Inner Sphere General, Mercenary, Periphery General, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Periphery General, Society, Wolf's Dragoons","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Vehicle,Asshur Fast Reconnaissance Vehicle (Proto AC),Asshur Fast Reconnaissance Vehicle (Proto AC),,Asshur Fast Reconnaissance Vehicle,(Proto AC),Scout,15,333,CV,1,20,"18""h",1,1,0,0,9H,2,AA,1,S,+3,5,4,18,21,"CASE,FC,SRCH,TUR(1/1/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/TBMJXmS/ripper-3050u.png,2725,ProtoMech AC/8 - 1x8 @ 3/7/10,ProtoMech AC/8,1,8,3/7/10,,,,,,,,,,,,,,,,,,,,,,,,,1x8,,,,,,,,,,,,,,,,,,
Vehicle,Athena Combat Vehicle,Athena Combat Vehicle,,Athena Combat Vehicle,,Juggernaut,38,1855,CV,3,75,"6""t",6,6,4,0,3T,5,AAAAA,4,SSSS,+1,4,3,54,63,"CASE,IF1,SRCH,TUR(2/2/-)",TUR,,,,,IF1,,,,,,,,,,"TUR, IF1",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2719,"Gauss Rifle - 2x15 @ 7/15/22
LRM 10 - 1x5 @ 7/14/21
ER Medium Laser - 2x7 @ 5/10/15
Machine Gun - 2x2 @ 1/2/3",Gauss Rifle,2,15,7/15/22,LRM 10,1,5,7/14/21,ER Medium Laser,2,7,5/10/15,Machine Gun,2,2,1/2/3,,,,,,,,,,,,,2x15,1x5,2x7,2x2,,,,,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Suns, Lyran Commonwealth, Republic of the Sphere","Capellan Confederation, Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
Vehicle,Athena Combat Vehicle (HAG),Athena Combat Vehicle (HAG),,Athena Combat Vehicle,(HAG),Juggernaut,48,2444,CV,3,75,"6""t",7,7,4,0,3T,8,AAAAAAAA,4,SSSS,+1,4,3,68,79,"CASE,ECM,FLK4/4/4,SRCH,TUR(3/3/-)",TUR,,,ECM,,,,,,,,,,,,"TUR, ECM",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2720,"HAG/30 - 4x5 @ 8/16/24
ER Medium Laser - 2x7 @ 5/10/15
AP Gauss Rifle - 2x3 @ 3/6/9",HAG/30,4,5,8/16/24,ER Medium Laser,2,7,5/10/15,AP Gauss Rifle,2,3,3/6/9,,,,,,,,,,,,,,,,,,2x7,2x3,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Alliance","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Tamar Pact, Vesper Marches"
Vehicle,Athena Combat Vehicle XR,Athena Combat Vehicle XR,,Athena Combat Vehicle,XR,Juggernaut,38,1427,CV,3,75,"6""t",6,5,0,0,3T,8,AAAAAAAA,5,SSSSS,+1,4,3,54,63,"CASE,FC,SRCH,TUR(6/5/-)",TUR,,,,,,,,,,,,,,,TUR,https://i.ibb.co/TBMJXmS/ripper-3050u.png,2721,"Large Chemical Laser - 4x8 @ 5/10/15
Medium Chemical Laser - 2x5 @ 3/6/9
Machine Gun - 4x2 @ 1/2/3",Large Chemical Laser,4,8,5/10/15,Medium Chemical Laser,2,5,3/6/9,Machine Gun,4,2,1/2/3,,,,,,,,,,,,,,,,,4x8,2x5,4x2,,,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns","Clan Nova Cat, Draconis Combine, Federated Suns","Clan Nova Cat, Draconis Combine, Federated Suns",Federated Suns,Federated Suns
Vehicle,Axel Heavy Tank IIC,Axel Heavy Tank IIC,,Axel Heavy Tank IIC,,Brawler,40,1612,CV,3,65,"8""t",4,4,4,0,4T,7,AAAAAAA,4,SSSS,+1,5,4,48,56,"CASE,ECM,IF2,SRCH,TUR(4/4/4,IF2)",TUR,,,ECM,,IF2,,,,,,,,,,"TUR, ECM, IF2",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2722,"AP Gauss Rifle - 1x3 @ 3/6/9
Large Pulse Laser - 1x10 @ 6/14/20
LRM 15 - 4x5 @ 7/14/21",AP Gauss Rifle,1,3,3/6/9,Large Pulse Laser,1,10,6/14/20,LRM 15,4,5,7/14/21,,,,,,,,,,,,,,,,,1x3,1x10,4x5,,,,,,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance, Lyran Commonwealth","Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Suns, Filtvelt Coalition, Lyran Alliance","Federated Suns, Filtvelt Coalition","Federated Suns, Filtvelt Coalition","Federated Suns, Filtvelt Coalition","Federated Suns, Filtvelt Coalition"
