Name,Class,Model,Role,PV,BV,Type,Size,Tonnage,Move,Short,Medium,Long,Overheat,Armor,Structure,Specials,ImageURL,MULId,Star League (2571 - 2780),Early Succession War (2781 - 2900),Late Succession War - LosTech (2901 - 3019),Late Succession War - Renaissance (3020 - 3049),Clan Invasion (3050 - 3061),Civil War (3062 - 3067),Jihad (3068 - 3085),Early Republic (3086 - 3100),Late Republic (3101 - 3130),Dark Ages (3131 - 3150),ilClan (3151 - 9999)
Flatbed Truck (SRM),Flatbed Truck,(SRM),Scout,4,67,CV,1,10,"10""w",0,0,0,0,0,1,"CT4,EE,SRCH",https://i.ibb.co/Qpp93wb/flatbed-truck-3060.png,1133,"Inner Sphere General, Mercenary, Periphery General, Star League General","Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","ComStar, Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Periphery General, Wolf's Dragoons","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General","Inner Sphere General, Mercenary, Periphery General"
Kruger Combat Car  ,Kruger Combat Car, ,Scout,14,429,CV,1,10,"14""w",1,1,0,0,2,1,"ENE,SRCH,TUR(1/1/0)",https://i.ibb.co/jJ59gXV/kruger-3150.png,6311,,,,,,,,,,,
Kruger Combat Car (Original),Kruger Combat Car,(Original),Scout,14,336,CV,1,10,"14""w",1,1,0,0,2,1,"ENE,SRCH,TUR(1/1/0)",https://i.ibb.co/jJ59gXV/kruger-3150.png,6312,Federated Suns,"Federated Suns, Star League in Exile",Clan Blood Spirit,Extinct,Extinct,Extinct,Extinct,"Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat","Calderon Protectorate, Federated Suns, Filtvelt Coalition, Fronc Reaches, Taurian Concordat"
Mobile Long Tom Artillery Ammunition Carriage LT-MOB-25,Mobile Long Tom Artillery Ammunition Carriage,LT-MOB-25,None,5,152,CV,1,10,"0""t",0,0,0,0,2,1,"CT5,EE,ENE,HTC,SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,2203,"Inner Sphere General, Mercenary, Periphery General, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Periphery General, Society, Wolf's Dragoons","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Mobile Long Tom Artillery LT-MOB-25F (Ammunition  Loader Carriage),Mobile Long Tom Artillery,LT-MOB-25F (Ammunition  Loader Carriage),None,5,148,cv,1,10,"0""t",0,0,0,0,2,1,"CASE,HTC,SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9366,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Mobile Long Tom Artillery LT-MOB-25F (Ammunition Carriage),Mobile Long Tom Artillery,LT-MOB-25F (Ammunition Carriage),None,5,148,cv,1,10,"0""t",0,0,0,0,2,1,"CASE,HTC,SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9367,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Mobile Long Tom Artillery LT-MOB-25F (Drone Command Carriage),Mobile Long Tom Artillery,LT-MOB-25F (Drone Command Carriage),None,5,148,cv,1,10,"0""t",0,0,0,0,2,1,"CT3,DDC1,ENE,HTC,SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9368,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Mobile Long Tom Artillery LT-MOB-25F (Support Carriage),Mobile Long Tom Artillery,LT-MOB-25F (Support Carriage),None,11,148,cv,1,10,"0""t",0,0,0,0,2,1,"CT2,ENE,HTC,MHQ4,RCN,SRCH,",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,9369,"Inner Sphere General, Mercenary, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile",HW Clan General,HW Clan General,HW Clan General,HW Clan General,HW Clan General,Extinct,Extinct,"Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Mobile Long Tom Artillery Support Carriage LT-MOB-25,Mobile Long Tom Artillery Support Carriage,LT-MOB-25,None,11,152,CV,1,10,"0""t",0,0,0,0,2,1,"CT5,EE,ENE,HTC,MHQ4,RCN,SRCH",https://i.ibb.co/xMbH2kK/mobile-long-tom-artillery-rg.png,2204,"Inner Sphere General, Mercenary, Periphery General, Star League General","HW Clan General, Inner Sphere General, Mercenary, Periphery General, Star League in Exile","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","ComStar, HW Clan General, Inner Sphere General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Mercenary, Periphery General, Wolf's Dragoons","HW Clan General, Inner Sphere General, IS Clan General, Kell Hounds, Mercenary, Periphery General, Society, Wolf's Dragoons","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General","Inner Sphere General, IS Clan General, Mercenary, Periphery General"
Ripper Infantry Transport  ,Ripper Infantry Transport, ,Scout,15,345,CV,1,10,"24""v",1,1,0,0,1,1,"ATMO,ENE,IT1,SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2725,,,,,,,,,,,
Ripper Infantry Transport (ERML),Ripper Infantry Transport,(ERML),Scout,15,432,CV,1,10,"24""v",1,1,0,0,1,1,"ATMO,ENE,IT1,SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2719,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Suns, Lyran Commonwealth, Republic of the Sphere","Capellan Confederation, Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Republic of the Sphere",Federated Suns
Ripper Infantry Transport (Infantry),Ripper Infantry Transport,(Infantry),Scout,10,108,CV,1,10,"24""v",0,0,0,0,1,1,"ATMO,ENE,IT4,SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2720,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Federated Suns, Lyran Alliance","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Lyran Commonwealth, Tamar Pact, Vesper Marches"
Ripper Infantry Transport (Light PPC),Ripper Infantry Transport,(Light PPC),Scout,15,371,CV,1,10,"24""v",0,1,1,0,1,1,"ATMO,ENE,IT1,SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2721,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns","Clan Nova Cat, Draconis Combine, Federated Suns","Clan Nova Cat, Draconis Combine, Federated Suns",Federated Suns,Federated Suns
Ripper Infantry Transport (MG),Ripper Infantry Transport,(MG),Scout,10,125,CV,1,10,"24""v",0,0,0,0,1,1,"ATMO,IT1,SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2722,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance, Lyran Commonwealth","Capellan Confederation, Draconis Combine, Federated Commonwealth, Federated Suns, Lyran Alliance","Capellan Confederation, Draconis Combine, Federated Suns, Filtvelt Coalition, Lyran Alliance","Federated Suns, Filtvelt Coalition","Federated Suns, Filtvelt Coalition","Federated Suns, Filtvelt Coalition","Federated Suns, Filtvelt Coalition"
Ripper Infantry Transport (Royal),Ripper Infantry Transport,(Royal),Scout,15,228,CV,1,10,"24""v",1,1,0,0,1,1,"ATMO,ENE,IT1,SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2723,"Rim Worlds Republic - Terran Corps, Star League Regular, Star League Royal","HW Clan General, Inner Sphere General, Star League in Exile",HW Clan General,HW Clan General,"HW Clan General, IS Clan General","HW Clan General, IS Clan General","HW Clan General, IS Clan General, Society","Clan Diamond Shark, Clan Hell's Horses, Clan Nova Cat, Clan Wolf, Clan Wolf (in Exile), Rasalhague Dominion","Clan Hell's Horses, Clan Nova Cat, Clan Wolf, Clan Wolf (in Exile), Rasalhague Dominion","Clan Hell's Horses, Clan Wolf (in Exile), Rasalhague Dominion","Clan Hell's Horses, Rasalhague Dominion, Star League (Clan Wolf)"
Ripper Infantry Transport (SPL),Ripper Infantry Transport,(SPL),Scout,12,160,CV,1,10,"24""v",1,0,0,0,1,1,"ATMO,ENE,IT1,SRCH",https://i.ibb.co/TBMJXmS/ripper-3050u.png,2724,Unknown,Unknown,Unknown,Unknown,"Capellan Confederation, ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Word of Blake","Capellan Confederation, ComStar, Draconis Combine, Federated Commonwealth, Federated Suns, Free Rasalhague Republic, Lyran Alliance, Word of Blake","Capellan Confederation, ComStar, Draconis Combine, Federated Suns, Filtvelt Coalition, Free Rasalhague Republic, Lyran Alliance, Word of Blake","Capellan Confederation, Draconis Combine, Federated Suns, Filtvelt Coalition, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Filtvelt Coalition, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Filtvelt Coalition, Lyran Commonwealth, Republic of the Sphere","Federated Suns, Filtvelt Coalition, Lyran Commonwealth, Tamar Pact, Vesper Marches"
Sprint Scout Helicopter  ,Sprint Scout Helicopter, ,Scout,12,82,CV,1,10,"26""v",0,0,0,0,1,1,"ATMO,ENE,PRB,RCN,SRCH,TAG",https://i.ibb.co/VSTTWqN/sprint-3058u.png,3026,,,,,,,,,,,
Sprint Scout Helicopter (C3),Sprint Scout Helicopter,(C3),Scout,13,82,CV,1,10,"26""v",0,0,0,0,1,1,"ATMO,C3S,ENE,MHQ1,PRB,RCN,SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,3022,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary","Inner Sphere General, Mercenary"
Sprint Scout Helicopter (C3i),Sprint Scout Helicopter,(C3i),Scout,11,71,CV,1,10,"26""v",0,0,0,0,1,1,"ATMO,C3I,ENE,MHQ2,SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,3023,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"ComStar, Word of Blake",Extinct,Extinct,Extinct,Extinct
Sprint Scout Helicopter (Interdictor),Sprint Scout Helicopter,(Interdictor),Scout,11,139,CV,1,10,"26""v",0,0,0,0,1,1,"ATMO,ECM,ENE,SRCH,TAG",https://i.ibb.co/VSTTWqN/sprint-3058u.png,3024,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Draconis Combine, Federated Suns, Filtvelt Coalition, Free Worlds League, Kell Hounds, Lyran Alliance, Mercenary, Wolf's Dragoons","Filtvelt Coalition, Inner Sphere General, Mercenary","Filtvelt Coalition, Inner Sphere General, Mercenary","Filtvelt Coalition, Inner Sphere General, Mercenary","Filtvelt Coalition, Inner Sphere General, Mercenary"
Sprint Scout Helicopter (Laser),Sprint Scout Helicopter,(Laser),Scout,18,220,CV,1,10,"26""v",1,1,0,0,1,1,"ATMO,ENE,PRB,RCN,SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,3025,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary"
Sprint Scout Helicopter (Troop Transport),Sprint Scout Helicopter,(Troop Transport),Scout,9,71,CV,1,10,"26""v",0,0,0,0,1,1,"ATMO,ENE,IT2,SRCH",https://i.ibb.co/VSTTWqN/sprint-3058u.png,3027,Unknown,Unknown,Unknown,Unknown,"Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Inner Sphere General, Kell Hounds, Mercenary, Wolf's Dragoons","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary","Filtvelt Coalition, Fronc Reaches, Inner Sphere General, Magistracy of Canopus, Marian Hegemony, Mercenary"
Thang-Ta APC  ,Thang-Ta APC, ,Scout,15,241,CV,1,10,"18""w",1,1,0,0,2,1,"ENE,IT1,SRCH,TUR(1/1/0)",https://i.ibb.co/3hyvWx0/thang-ta-3150.jpg,6487,,,,,,,,,,,
Shamash Reconnaissance Vehicle  ,Shamash Reconnaissance Vehicle, ,Scout,21,504,CV,1,11,"26""h",2,2,0,0,1,1,"ENE,SRCH,TUR(2/2/-)",https://i.ibb.co/gSd9Gg9/shamash-3060.png,2921,,,,,,,,,,,
Shamash Reconnaissance Vehicle (Flamer),Shamash Reconnaissance Vehicle,(Flamer),Scout,12,228,CV,1,11,"26""h",0,0,0,0,1,1,"ENE,SRCH,TUR(0*/0*/-)",https://i.ibb.co/gSd9Gg9/shamash-3060.png,2919,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clan Diamond Shark,Clan Diamond Shark,Clan Sea Fox,Clan Sea Fox,"Clan Protectorate, Clan Sea Fox"
Shamash Reconnaissance Vehicle (Interdictor),Shamash Reconnaissance Vehicle,(Interdictor),Scout,17,520,CV,1,11,"26""h",1,1,0,0,1,1,"ECM,ENE,SRCH,TUR(1/1/-)",https://i.ibb.co/gSd9Gg9/shamash-3060.png,2920,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IS Clan General,"IS Clan General, Republic of the Sphere","IS Clan General, Republic of the Sphere","IS Clan General, Republic of the Sphere",IS Clan General
Darter Scout Car  ,Darter Scout Car, ,Scout,7,125,CV,1,13,"14""w",0,0,0,0,1,1,"CT3,EE,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png,836,,,,,,,,,,,
Darter Scout Car (BAP),Darter Scout Car,(BAP),Scout,10,136,CV,1,13,"14""w",0,0,0,0,1,1,"CT2,EE,PRB,RCN,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png,832,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","Federated Commonwealth, Federated Suns","Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition"
Darter Scout Car (C3),Darter Scout Car,(C3),Scout,9,125,CV,1,13,"14""w",0,0,0,0,1,1,"C3S,CT2,EE,MHQ1,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png,833,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","Federated Commonwealth, Federated Suns",Federated Suns,Federated Suns,Federated Suns,Federated Suns,Federated Suns
Darter Scout Car (ECM),Darter Scout Car,(ECM),Scout,9,193,CV,1,13,"14""w",0,0,0,0,1,1,"CT2,ECM,EE,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png,834,Unknown,Unknown,Unknown,Unknown,"Federated Commonwealth, Federated Suns","Federated Commonwealth, Federated Suns","Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition"
Darter Scout Car (SRM),Darter Scout Car,(SRM),Scout,11,192,CV,1,13,"14""w",1,1,0,0,1,1,"CT2,EE,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png,835,Unknown,Federated Suns,Federated Suns,Federated Suns,"Federated Commonwealth, Federated Suns","Federated Commonwealth, Federated Suns","Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition"
Darter Scout Car (SRM2),Darter Scout Car,(SRM2),Scout,9,167,CV,1,13,"14""w",0,0,0,0,1,1,"CT1,EE,SRCH",https://i.ibb.co/KXXfJ4W/darter-3075.png,4050,Unknown,Federated Suns,Federated Suns,Federated Suns,"Federated Commonwealth, Federated Suns","Federated Commonwealth, Federated Suns","Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition","Calderon Protectorate, Federated Suns, Filtvelt Coalition"
Beagle Hover Scout  ,Beagle Hover Scout, ,Scout,21,335,CV,1,15,"24""h",1,1,0,0,2,1,"ENE,PRB,RCN,SRCH,TUR(1/1/-)",https://i.ibb.co/z6FcFnY/beagle-3050u.png,312,,,,,,,,,,,
Beagle Hover Scout (C3i),Beagle Hover Scout,(C3i),Scout,16,266,CV,1,15,"28""h",0,0,0,0,2,1,"AMS,C3I,MHQ2,SRCH,TUR(AMS)",https://i.ibb.co/z6FcFnY/beagle-3050u.png,310,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Word of Blake,Extinct,Extinct,Extinct,Extinct
